year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2019,22089,22123,77,St. Charles Parish,West Carroll Parish
2020,22089,56017,936,St. Charles Parish,Hot Springs County
2020,22089,27025,378,St. Charles Parish,Chisago County
2020,22089,20107,857,St. Charles Parish,Linn County
2020,22089,04021,349,St. Charles Parish,Pinal County
2020,44005,22089,62,Newport County,St. Charles Parish
2018,24039,22011,877,Somerset County,Beauregard Parish
2018,22011,02013,364,Beauregard Parish,Aleutians East Borough
2018,22011,49045,301,Beauregard Parish,Tooele County
2018,19191,22011,467,Winneshiek County,Beauregard Parish
2019,08087,22011,837,Morgan County,Beauregard Parish
2019,22011,56001,98,Beauregard Parish,Albany County
2019,22011,46093,759,Beauregard Parish,Meade County
2019,22011,25017,644,Beauregard Parish,Middlesex County
2020,39021,22011,444,Champaign County,Beauregard Parish
2020,22011,06011,131,Beauregard Parish,Colusa County
2020,22011,39135,927,Beauregard Parish,Preble County
2018,45071,22073,583,Newberry County,Ouachita Parish
2018,22073,13287,998,Ouachita Parish,Turner County
2018,08115,22073,870,Sedgwick County,Ouachita Parish
2019,22073,35049,705,Ouachita Parish,Santa Fe County
2019,22073,23029,881,Ouachita Parish,Washington County
2019,22073,39045,511,Ouachita Parish,Fairfield County
2019,10001,22073,418,Kent County,Ouachita Parish
2019,42123,22073,954,Warren County,Ouachita Parish
2020,28107,22073,613,Panola County,Ouachita Parish
2020,22073,06089,30,Ouachita Parish,Shasta County
2020,21147,22073,850,McCreary County,Ouachita Parish
2018,22033,46137,970,East Baton Rouge Parish,Ziebach County
2018,12091,22033,840,Okaloosa County,East Baton Rouge Parish
2018,22033,39037,400,East Baton Rouge Parish,Darke County
2018,25025,22033,250,Suffolk County,East Baton Rouge Parish
2019,22033,18021,506,East Baton Rouge Parish,Clay County
2019,56027,22033,306,Niobrara County,East Baton Rouge Parish
2019,08087,22033,454,Morgan County,East Baton Rouge Parish
2019,22025,22033,815,Catahoula Parish,East Baton Rouge Parish
2019,22033,18145,461,East Baton Rouge Parish,Shelby County
2020,22033,23017,399,East Baton Rouge Parish,Oxford County
2020,20209,22033,197,Wyandotte County,East Baton Rouge Parish
2020,27009,22033,435,Benton County,East Baton Rouge Parish
2020,22033,54083,772,East Baton Rouge Parish,Randolph County
2018,22025,36033,796,Catahoula Parish,Franklin County
2018,38035,22025,730,Grand Forks County,Catahoula Parish
2019,19037,22025,85,Chickasaw County,Catahoula Parish
2019,22025,48159,64,Catahoula Parish,Franklin County
2019,22025,47085,861,Catahoula Parish,Humphreys County
2019,22025,15009,298,Catahoula Parish,Maui County
2020,22025,34031,620,Catahoula Parish,Passaic County
2020,36097,22025,908,Schuyler County,Catahoula Parish
2020,12129,22025,300,Wakulla County,Catahoula Parish
2020,72001,22025,77,Adjuntas Municipio,Catahoula Parish
2020,22025,28045,903,Catahoula Parish,Hancock County
2018,22033,22051,990,East Baton Rouge Parish,Jefferson Parish
2018,22051,27045,83,Jefferson Parish,Fillmore County
2019,22051,55001,529,Jefferson Parish,Adams County
2019,22051,17081,728,Jefferson Parish,Jefferson County
2019,22051,05139,110,Jefferson Parish,Union County
2019,01009,22051,890,Blount County,Jefferson Parish
2020,31045,22051,591,Dawes County,Jefferson Parish
2020,54039,22051,851,Kanawha County,Jefferson Parish
2020,06105,22051,499,Trinity County,Jefferson Parish
2020,36001,22051,302,Albany County,Jefferson Parish
2020,56027,22051,950,Niobrara County,Jefferson Parish
2018,22123,04001,222,West Carroll Parish,Apache County
2018,05127,22123,159,Scott County,West Carroll Parish
2018,34037,22123,465,Sussex County,West Carroll Parish
2018,22123,42019,741,West Carroll Parish,Butler County
2018,13299,22123,921,Ware County,West Carroll Parish
2019,19195,22123,504,Worth County,West Carroll Parish
2019,22123,26001,702,West Carroll Parish,Alcona County
2019,22123,42033,267,West Carroll Parish,Clearfield County
2019,30025,22123,755,Fallon County,West Carroll Parish
2020,22123,34031,711,West Carroll Parish,Passaic County
2020,22123,19125,44,West Carroll Parish,Marion County
2020,49043,22123,524,Summit County,West Carroll Parish
2020,22123,02110,284,West Carroll Parish,Juneau City and Borough
2020,04009,22123,82,Graham County,West Carroll Parish
2018,39153,23001,436,Summit County,Androscoggin County
2018,23001,31045,126,Androscoggin County,Dawes County
2018,23001,17091,976,Androscoggin County,Kankakee County
2018,23001,36113,96,Androscoggin County,Warren County
2019,25003,23001,314,Berkshire County,Androscoggin County
2019,16081,23001,780,Teton County,Androscoggin County
2019,23001,42081,28,Androscoggin County,Lycoming County
2019,23001,36097,300,Androscoggin County,Schuyler County
2019,23001,21111,879,Androscoggin County,Jefferson County
2020,23001,46129,65,Androscoggin County,Walworth County
2020,23001,37079,261,Androscoggin County,Greene County
2018,23003,72025,663,Aroostook County,Caguas Municipio
2018,34035,23003,483,Somerset County,Aroostook County
2019,23003,49055,279,Aroostook County,Wayne County
2019,23003,49043,557,Aroostook County,Summit County
2019,23003,32003,552,Aroostook County,Clark County
2019,33015,23003,804,Rockingham County,Aroostook County
2019,37161,23003,525,Rutherford County,Aroostook County
2020,32005,23003,78,Douglas County,Aroostook County
2020,23003,37107,391,Aroostook County,Lenoir County
2020,23003,09001,187,Aroostook County,Fairfield County
2020,49045,23003,353,Tooele County,Aroostook County
2020,23003,31081,450,Aroostook County,Hamilton County
2018,23011,39009,262,Kennebec County,Athens County
2018,23011,72153,576,Kennebec County,Yauco Municipio
2018,72067,23011,16,Hormigueros Municipio,Kennebec County
2019,40021,23011,125,Cherokee County,Kennebec County
2019,40091,23011,852,McIntosh County,Kennebec County
2019,23011,02220,239,Kennebec County,Sitka City and Borough
2020,23011,49045,353,Kennebec County,Tooele County
2020,23011,55069,655,Kennebec County,Lincoln County
2020,05071,23011,260,Johnson County,Kennebec County
2020,72001,23011,210,Adjuntas Municipio,Kennebec County
2020,23011,19081,931,Kennebec County,Hancock County
2018,23029,12019,121,Washington County,Clay County
2018,23029,36097,796,Washington County,Schuyler County
2018,23029,55107,874,Washington County,Rusk County
2018,53067,23029,341,Thurston County,Washington County
2018,23029,27025,958,Washington County,Chisago County
2019,23029,36051,267,Washington County,Livingston County
2019,08115,23029,582,Sedgwick County,Washington County
2019,23029,16075,835,Washington County,Payette County
2019,18089,23029,176,Lake County,Washington County
2019,13159,23029,326,Jasper County,Washington County
2020,23029,13191,207,Washington County,McIntosh County
2020,23029,18135,80,Washington County,Randolph County
2020,32017,23029,888,Lincoln County,Washington County
2018,23027,12083,667,Waldo County,Marion County
2018,23027,15007,377,Waldo County,Kauai County
2018,23027,01123,557,Waldo County,Tallapoosa County
2018,18053,23027,580,Grant County,Waldo County
2019,31089,23027,527,Holt County,Waldo County
2019,50027,23027,135,Windsor County,Waldo County
2020,23027,13287,940,Waldo County,Turner County
2020,31001,23027,269,Adams County,Waldo County
2020,23027,20021,896,Waldo County,Cherokee County
2018,23023,45051,787,Sagadahoc County,Horry County
2018,53049,23023,960,Pacific County,Sagadahoc County
2018,23023,04009,724,Sagadahoc County,Graham County
2019,18135,23023,482,Randolph County,Sagadahoc County
2019,23023,41071,696,Sagadahoc County,Yamhill County
2019,23023,16051,218,Sagadahoc County,Jefferson County
2020,26057,23023,720,Gratiot County,Sagadahoc County
2020,01025,23023,358,Clarke County,Sagadahoc County
2020,28025,23023,549,Clay County,Sagadahoc County
2020,23023,06093,823,Sagadahoc County,Siskiyou County
2020,23023,06051,11,Sagadahoc County,Mono County
2018,23017,53009,667,Oxford County,Clallam County
2018,23017,35031,214,Oxford County,McKinley County
2018,31079,23017,492,Hall County,Oxford County
2018,47091,23017,493,Johnson County,Oxford County
2018,23017,50025,632,Oxford County,Windham County
2019,34023,23017,445,Middlesex County,Oxford County
2019,45025,23017,313,Chesterfield County,Oxford County
2019,23017,33003,545,Oxford County,Carroll County
2019,45007,23017,852,Anderson County,Oxford County
2019,36115,23017,923,Washington County,Oxford County
2020,30053,23017,213,Lincoln County,Oxford County
2020,23017,23003,397,Oxford County,Aroostook County
2018,51115,23019,902,Mathews County,Penobscot County
2018,23019,19037,799,Penobscot County,Chickasaw County
2019,23019,41027,864,Penobscot County,Hood River County
2019,23019,17095,772,Penobscot County,Knox County
2019,33017,23019,458,Strafford County,Penobscot County
2020,50017,23019,500,Orange County,Penobscot County
2020,40071,23019,494,Kay County,Penobscot County
2020,23019,30025,185,Penobscot County,Fallon County
2020,16075,23019,290,Payette County,Penobscot County
2018,23005,54063,177,Cumberland County,Monroe County
2018,42009,23005,491,Bedford County,Cumberland County
2018,33011,23005,621,Hillsborough County,Cumberland County
2019,23005,54011,548,Cumberland County,Cabell County
2019,23005,32023,225,Cumberland County,Nye County
2020,55037,23005,815,Florence County,Cumberland County
2020,23005,29141,530,Cumberland County,Morgan County
2020,17001,23005,206,Adams County,Cumberland County
2018,18021,23031,336,Clay County,York County
2018,05071,23031,633,Johnson County,York County
2018,10003,23031,921,New Castle County,York County
2018,47091,23031,623,Johnson County,York County
2018,23031,56027,761,York County,Niobrara County
2019,31089,23031,720,Holt County,York County
2019,32019,23031,207,Lyon County,York County
2019,72153,23031,951,Yauco Municipio,York County
2020,05057,23031,840,Hempstead County,York County
2020,28061,23031,509,Jasper County,York County
2020,23031,19081,769,York County,Hancock County
2020,32003,23031,741,Clark County,York County
2018,02090,24019,314,Fairbanks North Star Borough,Dorchester County
2018,20189,24019,165,Stevens County,Dorchester County
2019,24019,47085,522,Dorchester County,Humphreys County
2019,24019,08103,582,Dorchester County,Rio Blanco County
2019,04011,24019,849,Greenlee County,Dorchester County
2019,06105,24019,942,Trinity County,Dorchester County
2020,24019,54063,832,Dorchester County,Monroe County
2020,24019,13199,497,Dorchester County,Meriwether County
2018,24035,37079,960,Queen Anne's County,Greene County
2018,24035,48403,253,Queen Anne's County,Sabine County
2018,35039,24035,51,Rio Arriba County,Queen Anne's County
2018,40071,24035,19,Kay County,Queen Anne's County
2019,24035,06069,432,Queen Anne's County,San Benito County
2019,24035,28001,456,Queen Anne's County,Adams County
2019,24035,45079,55,Queen Anne's County,Richland County
2020,37091,24035,847,Hertford County,Queen Anne's County
2020,47091,24035,455,Johnson County,Queen Anne's County
2020,42129,24035,645,Westmoreland County,Queen Anne's County
2020,24035,39009,864,Queen Anne's County,Athens County
2020,24035,54083,462,Queen Anne's County,Randolph County
2018,24001,26045,765,Allegany County,Eaton County
2018,42073,24001,493,Lawrence County,Allegany County
2018,13315,24001,566,Wilcox County,Allegany County
2019,24001,40095,68,Allegany County,Marshall County
2019,36115,24001,563,Washington County,Allegany County
2019,13191,24001,453,McIntosh County,Allegany County
2020,32033,24001,372,White Pine County,Allegany County
2020,21215,24001,604,Spencer County,Allegany County
2018,24039,48235,27,Somerset County,Irion County
2018,24039,39037,521,Somerset County,Darke County
2018,32019,24039,82,Lyon County,Somerset County
2018,20091,24039,801,Johnson County,Somerset County
2018,24039,27001,863,Somerset County,Aitkin County
2019,24039,49027,930,Somerset County,Millard County
2019,39053,24039,174,Gallia County,Somerset County
2019,18111,24039,189,Newton County,Somerset County
2020,24039,56019,663,Somerset County,Johnson County
2020,56017,24039,201,Hot Springs County,Somerset County
2020,24039,48381,497,Somerset County,Randall County
2020,02090,24039,68,Fairbanks North Star Borough,Somerset County
2020,24039,56017,577,Somerset County,Hot Springs County
2018,54039,24025,674,Kanawha County,Harford County
2018,09013,24025,346,Tolland County,Harford County
2018,25011,24025,843,Franklin County,Harford County
2019,24025,22089,358,Harford County,St. Charles Parish
2019,24025,27001,364,Harford County,Aitkin County
2019,39135,24025,965,Preble County,Harford County
2019,15009,24025,400,Maui County,Harford County
2020,06105,24025,458,Trinity County,Harford County
2020,44009,24025,933,Washington County,Harford County
2020,24025,38095,223,Harford County,Towner County
2020,48019,24025,508,Bandera County,Harford County
2020,24025,53067,70,Harford County,Thurston County
2018,01073,24021,152,Jefferson County,Frederick County
2018,24021,39037,542,Frederick County,Darke County
2018,45025,24021,876,Chesterfield County,Frederick County
2019,24021,01123,517,Frederick County,Tallapoosa County
2019,39009,24021,299,Athens County,Frederick County
2019,24021,19169,830,Frederick County,Story County
2020,24021,49055,807,Frederick County,Wayne County
2020,05123,24021,978,St. Francis County,Frederick County
2020,24021,47085,319,Frederick County,Humphreys County
2020,24021,42019,823,Frederick County,Butler County
2018,24029,21215,266,Kent County,Spencer County
2018,24029,49053,651,Kent County,Washington County
2018,38083,24029,229,Sheridan County,Kent County
2019,49019,24029,87,Grand County,Kent County
2019,24029,15007,204,Kent County,Kauai County
2020,30027,24029,740,Fergus County,Kent County
2020,24029,45079,641,Kent County,Richland County
2020,24029,04011,57,Kent County,Greenlee County
2020,24029,46127,94,Kent County,Union County
2018,55107,24003,502,Rusk County,Anne Arundel County
2018,44007,24003,777,Providence County,Anne Arundel County
2018,22123,24003,619,West Carroll Parish,Anne Arundel County
2018,37107,24003,11,Lenoir County,Anne Arundel County
2019,24003,06025,730,Anne Arundel County,Imperial County
2019,38095,24003,235,Towner County,Anne Arundel County
2019,40091,24003,534,McIntosh County,Anne Arundel County
2019,24003,28037,433,Anne Arundel County,Franklin County
2019,24003,13299,707,Anne Arundel County,Ware County
2020,30039,24003,619,Granite County,Anne Arundel County
2020,24001,24003,719,Allegany County,Anne Arundel County
2018,38039,24045,688,Griggs County,Wicomico County
2018,24045,42009,912,Wicomico County,Bedford County
2018,24045,39021,932,Wicomico County,Champaign County
